"Anno di dimissione;""Codice Istituto"";""Denominazione Istituto"";""Descrizione Sesso"";""Cl_età_0-5"";""Cl_età_06-12"";""Cl_età_13-18"";""Cl_età_19-24"";""Cl_età_25-34"";""Cl_età_35-44"";""Cl_età_45-54"";""Cl_età_55-64"";""Cl_età_65-74"";""Cl_età_over_75"""
"2022;""04100200"";""OSPEDALE AZIENDALE DI MERANO"";""Femmina"";""797"";""97"";""282"";""300"";""1.277"";""850"";""574"";""668"";""720"";""1.799"""
"2022;""04100200"";""OSPEDALE AZIENDALE DI MERANO"";""Maschio"";""795"";""153"";""256"";""183"";""288"";""308"";""556"";""865"";""973"";""1.847"""
"2022;""04100400"";""OSPEDALE AZIENDALE DI BRESSANONE"";""Femmina"";""675"";""69"";""143"";""214"";""998"";""632"";""545"";""613"";""694"";""1.276"""
"2022;""04100400"";""OSPEDALE AZIENDALE DI BRESSANONE"";""Maschio"";""704"";""123"";""162"";""178"";""277"";""326"";""563"";""812"";""965"";""1.340"""
"2022;""04100500"";""OSPEDALE AZIENDALE DI BRUNICO"";""Femmina"";""545"";""95"";""109"";""154"";""838"";""622"";""526"";""609"";""595"";""1.075"""
"2022;""04100500"";""OSPEDALE AZIENDALE DI BRUNICO"";""Maschio"";""593"";""129"";""128"";""157"";""219"";""243"";""457"";""682"";""716"";""1.168"""
"2022;""04100500"";""OSPEDALE AZIENDALE DI BRUNICO"";""Non Definito"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""04100600"";""OSPEDALE DI BASE DI VIPITENO"";""Femmina"";""43"";""59"";""25"";""40"";""103"";""132"";""221"";""257"";""273"";""459"""
"2022;""04100600"";""OSPEDALE DI BASE DI VIPITENO"";""Maschio"";""63"";""51"";""42"";""47"";""85"";""118"";""170"";""257"";""365"";""470"""
"2022;""04100600"";""OSPEDALE DI BASE DI VIPITENO"";""Non Definito"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""04100700"";""OSPEDALE DI BASE DI SAN CANDIDO"";""Femmina"";""15"";""12"";""10"";""12"";""36"";""37"";""95"";""156"";""216"";""444"""
"2022;""04100700"";""OSPEDALE DI BASE DI SAN CANDIDO"";""Maschio"";""17"";""10"";""17"";""21"";""43"";""52"";""137"";""233"";""265"";""346"""
"2022;""04101100"";""OSPEDALE DI BASE DI SILANDRO"";""Femmina"";""206"";""14"";""32"";""63"";""356"";""205"";""141"";""208"";""200"";""508"""
"2022;""04101100"";""OSPEDALE DI BASE DI SILANDRO"";""Maschio"";""254"";""40"";""28"";""40"";""74"";""97"";""147"";""280"";""297"";""506"""
"2022;""04101300"";""MARIA SRL IMPRESA SOCIALE"";""Femmina"";""***"";""***"";""***"";""13"";""19"";""33"";""41"";""67"";""78"";""261"""
"2022;""04101300"";""MARIA SRL IMPRESA SOCIALE"";""Maschio"";""***"";""***"";""8"";""14"";""17"";""21"";""27"";""50"";""54"";""168"""
"2022;""04101400"";""CASA DI CURA VILLA SANT'ANNA"";""Femmina"";""***"";""***"";""***"";""***"";""6"";""***"";""33"";""32"";""71"";""391"""
"2022;""04101400"";""CASA DI CURA VILLA SANT'ANNA"";""Maschio"";""***"";""***"";""***"";""***"";""15"";""21"";""52"";""73"";""70"";""236"""
"2022;""04101500"";""CASA DI CURA BONVICINI S.R.L."";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""12"";""33"";""83"";""542"""
"2022;""04101500"";""CASA DI CURA BONVICINI S.R.L."";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""10"";""63"";""80"";""321"""
"2022;""04101700"";""MELITTAKLINIK 1"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""8"";""16"";""22"";""74"""
"2022;""04101700"";""MELITTAKLINIK 1"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""19"";""50"""
"2022;""04102600"";""CASA DI CURA SALUS CENTER SRL"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""15"";""79"";""196"";""315"""
"2022;""04102600"";""CASA DI CURA SALUS CENTER SRL"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""6"";""18"";""68"";""127"";""208"""
"2022;""04102800"";""CENTRO DI CHIRURGIA S.ANNA"";""Femmina"";""***"";""***"";""***"";""13"";""22"";""33"";""50"";""44"";""56"";""50"""
"2022;""04102800"";""CENTRO DI CHIRURGIA S.ANNA"";""Maschio"";""***"";""***"";""10"";""20"";""23"";""32"";""58"";""76"";""57"";""37"""
"2022;""04103000"";""DOLOMITI SPORTCLINIC SRL"";""Femmina"";""***"";""***"";""15"";""14"";""15"";""17"";""40"";""55"";""32"";""14"""
"2022;""04103000"";""DOLOMITI SPORTCLINIC SRL"";""Maschio"";""***"";""9"";""30"";""29"";""55"";""46"";""60"";""66"";""29"";""14"""
"2022;""04103100"";""BRIXSANA PRIVATE CLINIC GMBH/SRL"";""Femmina"";""***"";""***"";""8"";""13"";""26"";""24"";""70"";""77"";""89"";""49"""
"2022;""04103100"";""BRIXSANA PRIVATE CLINIC GMBH/SRL"";""Maschio"";""***"";""***"";""17"";""19"";""47"";""81"";""115"";""114"";""68"";""56"""
"2022;""04103200"";""CITY CLINIC SRL"";""Femmina"";""9"";""10"";""34"";""29"";""54"";""56"";""100"";""111"";""105"";""153"""
"2022;""04103200"";""CITY CLINIC SRL"";""Maschio"";""14"";""16"";""46"";""51"";""66"";""61"";""122"";""158"";""110"";""114"""
"2022;""04103300"";""MELITTAKLINIK 2"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""39"";""84"";""168"";""350"""
"2022;""04103300"";""MELITTAKLINIK 2"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""13"";""23"";""66"";""132"";""233"""
"2022;""04103400"";""SANITAS BRUNICO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""11"""
"2022;""04103400"";""SANITAS BRUNICO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""04200101"";""PRESIDIO OSPEDALIERO S. CHIARA"";""Femmina"";""1.491"";""333"";""323"";""538"";""2.201"";""1.612"";""1.296"";""1.606"";""2.007"";""3.684"""
"2022;""04200101"";""PRESIDIO OSPEDALIERO S. CHIARA"";""Maschio"";""1.977"";""581"";""405"";""349"";""606"";""678"";""1.218"";""2.034"";""2.880"";""3.837"""
"2022;""04200103"";""PRESIDIO OSPEDALIERO VILLA ROSA"";""Femmina"";""***"";""***"";""***"";""12"";""17"";""18"";""44"";""46"";""68"";""67"""
"2022;""04200103"";""PRESIDIO OSPEDALIERO VILLA ROSA"";""Maschio"";""***"";""***"";""10"";""16"";""29"";""27"";""93"";""138"";""119"";""95"""
"2022;""04200104"";""PRESIDIO OSPEDALIERO VILLA IGEA"";""Femmina"";""***"";""***"";""11"";""33"";""101"";""136"";""158"";""150"";""85"";""57"""
"2022;""04200104"";""PRESIDIO OSPEDALIERO VILLA IGEA"";""Maschio"";""***"";""***"";""43"";""71"";""56"";""78"";""103"";""113"";""115"";""83"""
"2022;""04200400"";""PRESIDIO OSPEDALIERO DI BORGO VALSUGANA"";""Femmina"";""***"";""7"";""45"";""61"";""64"";""77"";""132"";""217"";""188"";""539"""
"2022;""04200400"";""PRESIDIO OSPEDALIERO DI BORGO VALSUGANA"";""Maschio"";""***"";""***"";""54"";""77"";""108"";""116"";""175"";""257"";""273"";""442"""
"2022;""04200500"";""PRESIDIO OSPEDALIERO DI CLES"";""Femmina"";""110"";""11"";""32"";""53"";""203"";""159"";""163"";""253"";""337"";""769"""
"2022;""04200500"";""PRESIDIO OSPEDALIERO DI CLES"";""Maschio"";""148"";""12"";""30"";""45"";""89"";""93"";""190"";""312"";""449"";""724"""
"2022;""04200600"";""OSPEDALE DI ROVERETO"";""Femmina"";""710"";""86"";""107"";""209"";""1.020"";""753"";""556"";""683"";""957"";""2.079"""
"2022;""04200600"";""OSPEDALE DI ROVERETO"";""Maschio"";""836"";""105"";""151"";""151"";""215"";""289"";""599"";""963"";""1.316"";""2.109"""
"2022;""04200700"";""PRESIDIO OSPEDALIERO DI TIONE"";""Femmina"";""***"";""***"";""***"";""15"";""28"";""49"";""97"";""126"";""236"";""574"""
"2022;""04200700"";""PRESIDIO OSPEDALIERO DI TIONE"";""Maschio"";""***"";""***"";""18"";""30"";""50"";""82"";""178"";""234"";""322"";""537"""
"2022;""04201000"";""PRESIDIO OSPEDALIERO DI ARCO"";""Femmina"";""***"";""15"";""25"";""39"";""71"";""164"";""210"";""240"";""209"";""594"""
"2022;""04201000"";""PRESIDIO OSPEDALIERO DI ARCO"";""Maschio"";""***"";""21"";""53"";""76"";""121"";""114"";""238"";""277"";""334"";""608"""
"2022;""04201400"";""PRESIDIO OSPEDALIERO DI CAVALESE"";""Femmina"";""70"";""***"";""11"";""42"";""156"";""137"";""192"";""261"";""248"";""576"""
"2022;""04201400"";""PRESIDIO OSPEDALIERO DI CAVALESE"";""Maschio"";""63"";""***"";""38"";""48"";""84"";""111"";""214"";""362"";""359"";""524"""
"2022;""04201500"";""OSPEDALE SAN CAMILLO"";""Femmina"";""***"";""***"";""8"";""16"";""50"";""98"";""185"";""258"";""326"";""504"""
"2022;""04201500"";""OSPEDALE SAN CAMILLO"";""Maschio"";""***"";""***"";""32"";""42"";""61"";""84"";""181"";""299"";""320"";""422"""
"2022;""04201600"";""KOS CARE SRL - U.O. OSP. S.PANCRAZIO"";""Femmina"";""***"";""***"";""***"";""***"";""11"";""21"";""55"";""103"";""151"";""398"""
"2022;""04201600"";""KOS CARE SRL - U.O. OSP. S.PANCRAZIO"";""Maschio"";""***"";""***"";""***"";""***"";""10"";""44"";""114"";""209"";""233"";""274"""
"2022;""04201800"";""CASA DI CURA EREMO DI ARCO SRL"";""Femmina"";""***"";""***"";""***"";""***"";""6"";""19"";""59"";""165"";""354"";""383"""
"2022;""04201800"";""CASA DI CURA EREMO DI ARCO SRL"";""Maschio"";""***"";""***"";""6"";""6"";""23"";""26"";""130"";""299"";""420"";""332"""
"2022;""04201900"";""CASA DI CURA REGINA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""27"";""137"";""248"";""799"""
"2022;""04201900"";""CASA DI CURA REGINA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""20"";""68"";""149"";""266"""
"2022;""04202000"";""CASA DI CURA SOLATRIX"";""Femmina"";""***"";""***"";""8"";""36"";""104"";""184"";""308"";""392"";""405"";""661"""
"2022;""04202000"";""CASA DI CURA SOLATRIX"";""Maschio"";""***"";""***"";""12"";""40"";""56"";""117"";""280"";""378"";""387"";""425"""
"2022;""04202200"";""CASA DI CURA VILLA BIANCA"";""Femmina"";""***"";""***"";""13"";""10"";""27"";""47"";""151"";""227"";""261"";""366"""
"2022;""04202200"";""CASA DI CURA VILLA BIANCA"";""Maschio"";""***"";""***"";""28"";""11"";""30"";""63"";""170"";""270"";""246"";""246"""
"2022;""05001700"";""OSPEDALE SACRO CUORE DON CALABRIA"";""Femmina"";""719"";""226"";""410"";""538"";""1.600"";""1.863"";""2.079"";""2.350"";""2.595"";""3.341"""
"2022;""05001700"";""OSPEDALE SACRO CUORE DON CALABRIA"";""Maschio"";""898"";""309"";""564"";""599"";""815"";""849"";""1.829"";""2.903"";""3.589"";""3.577"""
"2022;""05001800"";""OSPEDALE CLASSIFICATO VILLA S. GIULIANA"";""Femmina"";""***"";""***"";""99"";""71"";""53"";""46"";""83"";""77"";""48"";""24"""
"2022;""05001800"";""OSPEDALE CLASSIFICATO VILLA S. GIULIANA"";""Maschio"";""***"";""***"";""15"";""30"";""40"";""44"";""71"";""46"";""23"";""7"""
"2022;""05001900"";""CASA DI CURA CENTRO RIABILIT VERONESE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""18"";""64"";""176"";""377"""
"2022;""05001900"";""CASA DI CURA CENTRO RIABILIT VERONESE"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""31"";""88"";""123"";""221"""
"2022;""05002100"";""CASA DI CURA VILLA GARDA"";""Femmina"";""***"";""***"";""80"";""49"";""47"";""32"";""98"";""161"";""239"";""220"""
"2022;""05002100"";""CASA DI CURA VILLA GARDA"";""Maschio"";""***"";""***"";""14"";""8"";""7"";""35"";""93"";""217"";""271"";""188"""
"2022;""05002200"";""OSPEDALE PEDERZOLI CASA DI CURA SPA"";""Femmina"";""538"";""49"";""85"";""195"";""1.092"";""1.066"";""1.146"";""1.346"";""1.700"";""2.315"""
"2022;""05002200"";""OSPEDALE PEDERZOLI CASA DI CURA SPA"";""Maschio"";""755"";""377"";""301"";""240"";""362"";""436"";""1.123"";""1.941"";""2.626"";""2.659"""
"2022;""05002300"";""CLINICA SAN FRANCESCO SPA - CASA DI CURA"";""Femmina"";""***"";""30"";""56"";""43"";""67"";""188"";""646"";""895"";""713"";""403"""
"2022;""05002300"";""CLINICA SAN FRANCESCO SPA - CASA DI CURA"";""Maschio"";""***"";""30"";""66"";""56"";""111"";""152"";""323"";""506"";""397"";""187"""
"2022;""05002500"";""CASA DI CURA VILLA SANTA CHIARA"";""Femmina"";""***"";""***"";""25"";""53"";""34"";""67"";""113"";""182"";""112"";""44"""
"2022;""05002500"";""CASA DI CURA VILLA SANTA CHIARA"";""Maschio"";""***"";""***"";""6"";""27"";""67"";""62"";""112"";""83"";""50"";""19"""
"2022;""05004500"";""CASA DI CURA ERETENIA"";""Femmina"";""***"";""8"";""12"";""30"";""85"";""116"";""287"";""279"";""349"";""437"""
"2022;""05004500"";""CASA DI CURA ERETENIA"";""Maschio"";""9"";""***"";""57"";""97"";""124"";""85"";""224"";""363"";""419"";""433"""
"2022;""05004600"";""CASA DI CURA VILLA BERICA"";""Femmina"";""***"";""6"";""16"";""44"";""141"";""243"";""431"";""500"";""486"";""493"""
"2022;""05004600"";""CASA DI CURA VILLA BERICA"";""Maschio"";""***"";""19"";""55"";""79"";""100"";""93"";""201"";""300"";""296"";""315"""
"2022;""05004700"";""CASA DI CURA VILLA MARGHERITA KOS CARE"";""Femmina"";""***"";""***"";""58"";""70"";""47"";""29"";""50"";""71"";""95"";""106"""
"2022;""05004700"";""CASA DI CURA VILLA MARGHERITA KOS CARE"";""Maschio"";""***"";""***"";""***"";""13"";""9"";""9"";""34"";""62"";""120"";""108"""
"2022;""05007200"";""OSPEDALE DI MOTTA DI LIVENZA"";""Femmina"";""***"";""***"";""***"";""***"";""12"";""19"";""61"";""136"";""250"";""265"""
"2022;""05007200"";""OSPEDALE DI MOTTA DI LIVENZA"";""Maschio"";""***"";""***"";""***"";""10"";""16"";""47"";""184"";""453"";""598"";""437"""
"2022;""05007900"";""OSPEDALE CLASSIFICATO SAN CAMILLO"";""Femmina"";""***"";""***"";""***"";""19"";""67"";""152"";""358"";""370"";""377"";""723"""
"2022;""05007900"";""OSPEDALE CLASSIFICATO SAN CAMILLO"";""Maschio"";""***"";""***"";""24"";""39"";""67"";""54"";""179"";""407"";""514"";""762"""
"2022;""05008000"";""CASA DI CURA PARK VILLA NAPOLEON"";""Femmina"";""***"";""***"";""9"";""32"";""50"";""46"";""117"";""104"";""84"";""52"""
"2022;""05008000"";""CASA DI CURA PARK VILLA NAPOLEON"";""Maschio"";""***"";""***"";""***"";""20"";""55"";""63"";""127"";""94"";""43"";""8"""
"2022;""05008100"";""CASA DI CURA GIOVANNI XXIII"";""Femmina"";""***"";""40"";""81"";""63"";""117"";""193"";""474"";""784"";""1.032"";""979"""
"2022;""05008100"";""CASA DI CURA GIOVANNI XXIII"";""Maschio"";""***"";""92"";""168"";""180"";""221"";""270"";""442"";""742"";""925"";""687"""
"2022;""05009700"";""OSP. S.RAFFAELE ARCANG. FATEBENEFRATELLI"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""12"";""43"";""83"";""241"""
"2022;""05009700"";""OSP. S.RAFFAELE ARCANG. FATEBENEFRATELLI"";""Maschio"";""***"";""***"";""***"";""***"";""6"";""9"";""22"";""53"";""65"";""135"""
"2022;""05009800"";""FONDAZIONE VILLA SALUS"";""Femmina"";""***"";""***"";""8"";""41"";""124"";""226"";""455"";""510"";""585"";""982"""
"2022;""05009800"";""FONDAZIONE VILLA SALUS"";""Maschio"";""***"";""***"";""12"";""27"";""61"";""63"";""170"";""311"";""386"";""700"""
"2022;""05009900"";""CASA DI CURA POLICLINICO SAN MARCO SPA"";""Femmina"";""***"";""24"";""47"";""50"";""44"";""66"";""153"";""257"";""472"";""784"""
"2022;""05009900"";""CASA DI CURA POLICLINICO SAN MARCO SPA"";""Maschio"";""***"";""34"";""95"";""117"";""153"";""105"";""153"";""283"";""375"";""492"""
"2022;""05010000"";""CASA DI CURA SILENO E ANNA RIZZOLA"";""Femmina"";""***"";""7"";""17"";""9"";""29"";""70"";""261"";""407"";""568"";""727"""
"2022;""05010000"";""CASA DI CURA SILENO E ANNA RIZZOLA"";""Maschio"";""***"";""12"";""20"";""20"";""49"";""100"";""243"";""394"";""437"";""514"""
"2022;""05012000"";""CASA DI CURA DIAZ"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""***"";""***"""
"2022;""05012000"";""CASA DI CURA DIAZ"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""05012100"";""CASA DI CURA VILLA MARIA SPA"";""Femmina"";""***"";""***"";""13"";""11"";""22"";""71"";""151"";""244"";""375"";""447"""
"2022;""05012100"";""CASA DI CURA VILLA MARIA SPA"";""Maschio"";""***"";""***"";""14"";""19"";""47"";""83"";""155"";""199"";""213"";""213"""
"2022;""05012200"";""CASA DI CURA 'TRIESTE'"";""Femmina"";""29"";""27"";""***"";""***"";""***"";""***"";""15"";""86"";""197"";""286"""
"2022;""05012200"";""CASA DI CURA 'TRIESTE'"";""Maschio"";""87"";""119"";""7"";""***"";""***"";""6"";""24"";""62"";""116"";""124"""
"2022;""05012300"";""CASA DI CURA ABANO TERME POLISPEC. E TER"";""Femmina"";""401"";""85"";""94"";""159"";""788"";""955"";""1.090"";""1.174"";""1.199"";""1.532"""
"2022;""05012300"";""CASA DI CURA ABANO TERME POLISPEC. E TER"";""Maschio"";""411"";""134"";""188"";""109"";""191"";""217"";""488"";""902"";""1.273"";""1.184"""
"2022;""05012400"";""CASA DI CURA PARCO DEI TIGLI"";""Femmina"";""***"";""***"";""6"";""51"";""87"";""84"";""160"";""181"";""127"";""92"""
"2022;""05012400"";""CASA DI CURA PARCO DEI TIGLI"";""Maschio"";""***"";""***"";""***"";""48"";""83"";""119"";""146"";""127"";""61"";""17"""
"2022;""05014001"";""IRCSS MEDEA CONEGLIANO"";""Femmina"";""111"";""206"";""148"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""05014001"";""IRCSS MEDEA CONEGLIANO"";""Maschio"";""162"";""315"";""218"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""05014002"";""IRCSS MEDEA PIEVE DI SOLIGO"";""Femmina"";""***"";""***"";""29"";""86"";""65"";""36"";""40"";""26"";""22"";""11"""
"2022;""05014002"";""IRCSS MEDEA PIEVE DI SOLIGO"";""Maschio"";""***"";""***"";""32"";""91"";""74"";""42"";""51"";""55"";""44"";""12"""
"2022;""05014100"";""CASA DI CURA CITTÀ DI ROVIGO"";""Femmina"";""***"";""***"";""***"";""***"";""12"";""32"";""62"";""126"";""164"";""299"""
"2022;""05014100"";""CASA DI CURA CITTÀ DI ROVIGO"";""Maschio"";""***"";""***"";""6"";""24"";""34"";""39"";""77"";""127"";""136"";""133"""
"2022;""05014800"";""CLINICA RIABILITATIVA SRL"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""20"""
"2022;""05014800"";""CLINICA RIABILITATIVA SRL"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""22"""
"2022;""05014900"";""GVM CORTINA S.R.L."";""Femmina"";""***"";""***"";""11"";""9"";""10"";""15"";""75"";""121"";""108"";""137"""
"2022;""05014900"";""GVM CORTINA S.R.L."";""Maschio"";""***"";""***"";""15"";""23"";""36"";""26"";""53"";""132"";""106"";""79"""
"2022;""05015000"";""CASA DI CURA SANTA MARIA MADDALENA"";""Femmina"";""***"";""***"";""***"";""***"";""31"";""72"";""229"";""394"";""712"";""675"""
"2022;""05015000"";""CASA DI CURA SANTA MARIA MADDALENA"";""Maschio"";""***"";""9"";""11"";""35"";""45"";""60"";""195"";""342"";""471"";""448"""
"2022;""05015100"";""CASA DI CURA MADONNA DELLA SALUTE"";""Femmina"";""***"";""***"";""8"";""18"";""46"";""127"";""277"";""374"";""524"";""929"""
"2022;""05015100"";""CASA DI CURA MADONNA DELLA SALUTE"";""Maschio"";""***"";""***"";""25"";""35"";""82"";""109"";""221"";""365"";""416"";""646"""
"2022;""05050101"";""OSPEDALE DI  BELLUNO"";""Femmina"";""364"";""47"";""72"";""127"";""576"";""397"";""435"";""550"";""714"";""1.634"""
"2022;""05050101"";""OSPEDALE DI  BELLUNO"";""Maschio"";""419"";""73"";""109"";""80"";""171"";""193"";""442"";""705"";""1.028"";""1.706"""
"2022;""05050102"";""OSPEDALE DI AGORDO"";""Femmina"";""***"";""***"";""14"";""8"";""15"";""12"";""35"";""62"";""121"";""268"""
"2022;""05050102"";""OSPEDALE DI AGORDO"";""Maschio"";""***"";""***"";""16"";""21"";""36"";""34"";""76"";""103"";""132"";""228"""
"2022;""05050103"";""OSPEDALE DI PIEVE DI CADORE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""11"";""18"";""22"";""21"";""217"""
"2022;""05050103"";""OSPEDALE DI PIEVE DI CADORE"";""Maschio"";""***"";""***"";""***"";""***"";""12"";""***"";""11"";""24"";""53"";""165"""
"2022;""05050104"";""OSPEDALE DI  FELTRE"";""Femmina"";""460"";""53"";""56"";""136"";""718"";""518"";""442"";""509"";""622"";""1.470"""
"2022;""05050104"";""OSPEDALE DI  FELTRE"";""Maschio"";""518"";""67"";""69"";""92"";""107"";""161"";""393"";""686"";""957"";""1.418"""
"2022;""05050105"";""OSPEDALE DI  LAMON"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""9"";""38"";""86"";""138"""
"2022;""05050105"";""OSPEDALE DI  LAMON"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""6"";""21"";""35"";""70"";""74"""
"2022;""05050201"";""OSPEDALE DI  TREVISO"";""Femmina"";""1.664"";""320"";""392"";""560"";""2.223"";""1.857"";""1.688"";""1.984"";""2.505"";""5.744"""
"2022;""05050201"";""OSPEDALE DI  TREVISO"";""Maschio"";""1.983"";""524"";""424"";""404"";""579"";""770"";""1.642"";""3.012"";""4.181"";""6.173"""
"2022;""05050202"";""OSPEDALE DI  ODERZO"";""Femmina"";""360"";""20"";""24"";""108"";""606"";""374"";""341"";""399"";""412"";""927"""
"2022;""05050202"";""OSPEDALE DI  ODERZO"";""Maschio"";""384"";""19"";""52"";""45"";""109"";""100"";""189"";""253"";""300"";""648"""
"2022;""05050204"";""OSPEDALE DI  CONEGLIANO"";""Femmina"";""521"";""58"";""74"";""227"";""943"";""727"";""532"";""700"";""861"";""2.449"""
"2022;""05050204"";""OSPEDALE DI  CONEGLIANO"";""Maschio"";""644"";""71"";""111"";""143"";""196"";""285"";""610"";""1.041"";""1.435"";""2.345"""
"2022;""05050205"";""OSPEDALE DI VITTORIO VENETO"";""Femmina"";""73"";""33"";""64"";""91"";""100"";""193"";""330"";""395"";""414"";""1.075"""
"2022;""05050205"";""OSPEDALE DI VITTORIO VENETO"";""Maschio"";""100"";""47"";""73"";""113"";""154"";""196"";""374"";""601"";""705"";""1.133"""
"2022;""05050206"";""OSPEDALE DI CASTELFRANCO"";""Femmina"";""281"";""24"";""43"";""118"";""394"";""373"";""246"";""302"";""458"";""1.597"""
"2022;""05050206"";""OSPEDALE DI CASTELFRANCO"";""Maschio"";""299"";""39"";""29"";""43"";""72"";""121"";""335"";""639"";""966"";""1.633"""
"2022;""05050207"";""OSPEDALE DI MONTEBELLUNA"";""Femmina"";""592"";""45"";""105"";""187"";""956"";""667"";""473"";""559"";""664"";""2.133"""
"2022;""05050207"";""OSPEDALE DI MONTEBELLUNA"";""Maschio"";""613"";""81"";""107"";""140"";""201"";""300"";""458"";""697"";""875"";""1.869"""
"2022;""05050301"";""OSPEDALE DI MESTRE"";""Femmina"";""1.087"";""129"";""198"";""440"";""1.692"";""1.389"";""1.125"";""1.401"";""1.677"";""3.996"""
"2022;""05050301"";""OSPEDALE DI MESTRE"";""Maschio"";""1.228"";""216"";""184"";""268"";""419"";""567"";""1.113"";""1.822"";""2.365"";""3.794"""
"2022;""05050302"";""OSPEDALE DI VENEZIA"";""Femmina"";""174"";""26"";""71"";""142"";""446"";""390"";""405"";""481"";""723"";""2.206"""
"2022;""05050302"";""OSPEDALE DI VENEZIA"";""Maschio"";""227"";""34"";""50"";""92"";""161"";""163"";""376"";""607"";""925"";""1.964"""
