orpha_code,name,expert_link,disorder_type,disorder_group,prevalence_class,prevalence_geo,prevalence_value,inheritance,age_of_onset,average_age_onset,average_age_death,complexity_score,complexity_level
2672,Sindrome di Neuhauser-Eichner-Opitz,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2672,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2678,Macchie caffè-latte isolate familiari,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2678,Sindrome malformativa,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
254851,Distonia mitocondriale a trasmissione materna,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254851,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
2668,Sindrome nefropatia-sordità-iperparatiroidismo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2668,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2663,Sindrome di Nathalie,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2663,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2662,Sindrome di Keipert,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2662,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2671,Sindrome di Neu-Laxova,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2671,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
1475,Sindrome reni-coloboma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=1475,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2670,Sindrome di Pierson,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2670,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2669,Sindrome da nefrosi-sordità-malaformazioni delle vie urinarie e delle dita,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2669,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
254930,"Difetto combinato della fosforilazione ossidativa, tipo 7",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254930,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
254925,"Difetto combinato della fosforilazione ossidativa, tipo 4",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254925,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2697,Artrogriposi - disfunzione renale - colestasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2697,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
254920,"Difetto combinato della fosforilazione ossidativa, tipo 2",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254920,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2695,Naso bifido,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2695,Sindrome malformativa,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
255182,Deficit della proteina legante E3 della piruvato deidrogenasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=255182,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
2701,Sindrome Noonan-simile con capelli caduchi in fase anagen,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2701,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
255138,Deficit di E1-beta della piruvato deidrogenasi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=255138,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
255132,Anemia sideroblastica autosomica recessiva a esordio nell'età adulta,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=255132,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
2698,"Sindrome da nocche imbottite, leuconichia, sordità neurosensoriale, ipercheratosi palmoplantare",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2698,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
2699,Nodulo del labbro superiore,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2699,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
254875,"Sindrome da deplezione del DNA mitocondriale, forma miopatica",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254875,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2690,Neutropenia - monocitopenia - sordità,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2690,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
254898,Sordità - encefaloneuropatia - obesità - valvulopatia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254898,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2712,Sindrome oculo-facio-cardio-dentale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2712,Sindrome malformativa,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
2714,Sindrome oculo-palato-cerebrale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2714,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2713,Sindrome oculo-osteo-cutanea,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2713,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2715,Sindrome oculo-reno-cerebellare grave,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2715,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2718,Oculo-trico-displasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2718,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2717,Sindrome oculo-trico-anale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2717,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2704,Sindrome urofacciale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2704,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2703,Sindrome nevo a macchia vino Porto - mega cisterna magna - idrocefalo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2703,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
255210,Sindrome di Leigh a trasmissione materna,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=255210,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
255229,Neuroepatopatia tipo Navajo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=255229,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2707,"Sindrome oculo-cerebro-facciale, tipo Kaufman",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2707,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
255235,"Sindrome da deplezione del DNA mitocondriale, forma encefalomiopatica con tubulopatia renale",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=255235,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2710,Displasia oculo-dento-digitale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2710,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2709,"Sindrome oculodentale, tipo Rutherfurd",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2709,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2728,"Sindrome blefarofimosi-disabilit intellettiva, tipo Ohdo",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2728,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2730,Oligodattilia postassiale - tetramelica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2730,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2732,Atrofia olivo-ponto-cerebellare - sordità,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2732,Sindrome malformativa,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
2733,Omodisplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2733,Sindrome malformativa,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
2719,"Sindrome oculo-cerebrale-ipopigmentazione, tipo Cross",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2719,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2720,"Sindrome oculo-cerebrale-ipopigmentazione, tipo Preus",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2720,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2721,Displasia odonto-onico-dermica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2721,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2722,Odonto-onico-displasia con alopecia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2722,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2723,Sindrome odonto-tricomelica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2723,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2724,Odontomatosi - stenosi dell'aorta e dell'esofago,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2724,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2755,"Sindrome orofaciodigitale, tipo 8",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2755,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2754,Sindrome di Joubert con difetto oro-facio-digitale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2754,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
252164,Schwannoma benigno,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=252164,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
2753,"Sindrome orofaciodigitale, tipo 4",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2753,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2751,"Sindrome orofaciodigitale, tipo 2",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2751,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2750,Sindrome oro-facio-digitale tipo 1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2750,Sindrome malformativa,Malattia,1-9 / 1 000 000,France,,,,,,4,Media
252057,Tumore dei nervi cranici e spinali,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=252057,Categoria,Gruppo di malattie,1-9 / 100 000,United States,,,,,,3,Media
252050,Melanoma primitivo del sistema nervoso centrale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=252050,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
2743,"Sindrome da oftalmoplegia, disabilità intellettiva e lingua scrotale",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2743,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
252054,Emangioblastoma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=252054,Malattia,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
2741,Displasia oftalmo-mandibolo-melica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2741,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
252028,Tumore melanocitico primitivo del sistema nervoso centrale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=252028,Categoria,Gruppo di malattie,<1 / 1 000 000,United States,,,,,,5,Alta
661,Sindrome congenita da ipoventilazione centrale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=661,Malattia,Malattia,1-9 / 1 000 000,France,,,,,,4,Media
2736,Sindrome letale onfalocele-labiopalatoschisi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2736,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
254367,Lichen planus raro,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254367,Categoria,Gruppo di malattie,Sconosciuto,Mondiale,,,,,,0,Bassa
2776,"Sindrome da osteolisi distale, autosomica recessiva",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2776,Sindrome malformativa,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
2777,Osteomesopicnosi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2777,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
254361,"Distrofia muscolare dei cingoli, autosomica recessiva, tipo 2",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254361,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2774,Osteolisi capotarsale multicentrica con o senza nefropatia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2774,Sindrome malformativa,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
254351,Sindrome da microdelezione 7q11.23 distale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254351,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2769,"Osteodisplasia familiare, tipo Anderson",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2769,Sindrome malformativa,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
254346,Sindrome da microdelezione 19p13.12,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254346,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2770,Malattia di Nasu-Hakola,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2770,Sindrome malformativa,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
254343,Aprassia spastica autosomica recessiva con atrofia ottica e disartria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254343,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2767,Osteocondromatosi carpotarsale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2767,Sindrome malformativa,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
254334,Malattia di Charcot-Marie-Tooth autosomica recessiva intermedia tipo B,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254334,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2768,Malattia di Blount,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2768,Sindrome malformativa,Malattia,Non ancora documentata,Mondiale,,,,,,0,Bassa
2762,Eteroplasia ossea progressiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2762,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
252212,Tumore maligno del tritone,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=252212,Sottotipo istopatologico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
2763,Osteocraniostenosi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2763,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
252206,Sindrome melanoma-tumore del sistema nervoso,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=252206,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
252202,Sindrome da deficit congenito del sistema di riparazione malappaiamenti,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=252202,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2759,Sindrome da orofaringe imperforato ed anomalie costovertebrali,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2759,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2760,Sindrome OSLAM,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2760,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
252175,Schwannoma vestibolare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=252175,Sottotipo clinico,Sottotipo della malattia,1-9 / 100 000,Denmark,,,,,,3,Media
254516,Ritardo dello sviluppo motorio da difetto di espressione dei geni paterni in 14q32.2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254516,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2793,Sindrome oto-onico-peroneale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2793,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2792,Sindrome oto-facio-cervicale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2792,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
254519,Sindrome di Kagami-Ogata,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254519,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
254525,Sindrome da microdelezione 14q32.2 paterna,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254525,Sottotipo eziologico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
2798,Pachigiria - disabilità intellettiva - epilessia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2798,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2796,Pachidermoperiostosi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2796,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
254528,Sindrome da microdelezione 14q32.2 materna,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254528,Sottotipo eziologico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
254478,Lichen planus pemfigoide,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254478,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2789,Sindrome del meningocele laterale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2789,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2788,Osteoporosi - pseudoglioma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2788,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
254492,Alopecia fibrosante frontale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254492,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
2791,Sindrome otodentale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2791,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
254504,Botulismo da inalazione,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254504,Sottotipo clinico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
2790,"Otosclerosi autosomica dominante, tipo Worth",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2790,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
254509,Botulismo iatrogeno,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254509,Sottotipo clinico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
254411,Lichen planus atrofico anulare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254411,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
254424,Lichen planus anulare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254424,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
2783,"Osteopetrosi autosomica dominante, tipo 1",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2783,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
254449,Lichen planus atrofico,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254449,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
2786,Sindrome osteoporosi-ipopigmentazione oculocutanea,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2786,Sindrome malformativa,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
254463,Lichen planus pigmentoso,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254463,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
2780,Osteopatia striata - sclerosi cranica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2780,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2779,Osteopatia striata - iperpigmentazione - ciocche di capelli bianchi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2779,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
254379,Lichen planus lineare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254379,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
254395,Lichen planus attinico,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254395,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
667,Osteopetrosi maligna autosomica recessiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=667,Sindrome malformativa,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
2815,Sindrome da paraparesi spastica-sordità,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2815,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2818,Paraplegia spastica - glaucoma - ritardo mentale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2818,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2808,Paralisi dei muscoli della laringe,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2808,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2809,Paralisi facciale periferica ricorrente familiare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2809,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
2812,Sindrome della cute rigida del Parana,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2812,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
2805,Agenesia pancreatica parziale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2805,Anomalia morfologica,Malattia,,Mondiale,,,,,,0,Bassa
254698,Tumore trofoblastico epitelioide,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254698,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
254693,Mola idatiforme parziale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254693,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
675,Pancreas ad anello,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=675,Anomalia morfologica,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
2807,Papilloma del plesso corioideo,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2807,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
678,Sindrome di Papillon-Lefèvre,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=678,Malattia,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
254704,Iperferritinemia genetica senza sovraccarico di ferro,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254704,Anomalia biologica,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
254534,Sindrome da ipermetilazione materna 14q32.2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254534,Sottotipo eziologico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
2802,Anemia sideroblastica legata all'X e atassia spinocerebellare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2802,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
254531,Sindrome da ipometilazione paterna 14q32.2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254531,Sottotipo eziologico,Sottotipo della malattia,,Mondiale,,,,,,0,Bassa
254688,Mola idatiforme completa,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=254688,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
2804,Sindrome W,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2804,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2491,Anomalie del dotto mülleriano - anomalie degli arti,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2491,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2492,Sindrome FATCO,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2492,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
2499,Metacondromatosi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=2499,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
